@PRODUCTS,YOKOGAWA,CENTUM
@ID,BKEEdtIOMDef
@DATE,2029/07/18,00:03
@SHEET,1,Analog Data
@Terminal,Signal,Conversion,Service Comment,Low Limit,High Limit,Unit,Set Details,P&ID Tag Name,Label
%Z052101,1,1,#2炉分离器进口烟道温度A,4,20,mA,1,6200-TIA-12271A,%%ITIA12271A,IOPE=Yes,SIOP=-6.3 106.3
%Z052102,1,1,#2炉分离器进口烟道温度B,4,20,mA,1,6200-TIA-12271B,%%ITIA12271B,IOPE=Yes,SIOP=-6.3 106.3
%Z052103,1,1,#2炉分离器出口烟道温度A,4,20,mA,1,6200-TIA-12272A,%%ITIA12272A,IOPE=Yes,SIOP=-6.3 106.3
%Z052104,1,1,#2炉分离器出口烟道温度B,4,20,mA,1,6200-TIA-12272B,%%ITIA12272B,IOPE=Yes,SIOP=-6.3 106.3
%Z052105,1,1,#2炉分离器出口烟道压力A,4,20,mA,1,6200-PI-12271A,%%IPI12271A,IOPE=Yes,SIOP=-6.3 106.3
%Z052106,1,1,#2炉回料器立管温度A指示,4,20,mA,1,6200-TI-12273A,%%ITI12273A,IOPE=Yes,SIOP=-6.3 106.3
%Z052107,1,1,#2炉回料器立管温度B指示,4,20,mA,1,6200-TI-12273B,%%ITI12273B,IOPE=Yes,SIOP=-6.3 106.3
%Z052108,1,1,#2炉回料器立管压力A指示,4,20,mA,1,6200-PI-12272A,%%IPI12272A,IOPE=Yes,SIOP=-6.3 106.3
%Z052109,1,1,#2炉回料器立管压力B指示,4,20,mA,1,6200-PI-12272B,%%IPI12272B,IOPE=Yes,SIOP=-6.3 106.3
%Z052110,1,1,#2炉空预器进口烟道温度A,4,20,mA,1,6200-TI-12284A,%%ITI12284A,IOPE=Yes,SIOP=-6.3 106.3
%Z052111,1,1,#2炉空预器出口烟道温度A,4,20,mA,1,6200-TI-12285A,%%ITI12285A,IOPE=Yes,SIOP=-6.3 106.3
%Z052112,1,1,#2炉空预器进口烟道压力A,4,20,mA,1,6200-PI-12284A,%%IPI12284A,IOPE=Yes,SIOP=-6.3 106.3
%Z052113,1,1,#2炉空预器出口烟道压力A,4,20,mA,1,6200-PI-12285A,%%IPI12285A,IOPE=Yes,SIOP=-6.3 106.3
%Z052114,1,1,AI spare,4,20,mA,1,F0104N5S2C14,,IOPE=Yes,SIOP=-6.3 106.3
%Z052115,1,1,AI spare,4,20,mA,1,F0104N5S2C15,,IOPE=Yes,SIOP=-6.3 106.3
%Z052116,1,1,AI spare,4,20,mA,1,F0104N5S2C16,,IOPE=Yes,SIOP=-6.3 106.3
@SHEET,2,HART Variable
@Terminal,Channel,Data,Polling Address,Service Comment,P&ID Tag Name,Label
%Z052201,,,,,,
%Z052202,,,,,,
%Z052203,,,,,,
%Z052204,,,,,,
%Z052205,,,,,,
%Z052206,,,,,,
%Z052207,,,,,,
%Z052208,,,,,,
%Z052209,,,,,,
%Z052210,,,,,,
%Z052211,,,,,,
%Z052212,,,,,,
%Z052213,,,,,,
%Z052214,,,,,,
%Z052215,,,,,,
%Z052216,,,,,,
%Z052217,,,,,,
%Z052218,,,,,,
%Z052229,,,,,,
%Z052220,,,,,,
%Z052221,,,,,,
%Z052222,,,,,,
%Z052223,,,,,,
%Z052224,,,,,,
%Z052225,,,,,,
%Z052226,,,,,,
%Z052227,,,,,,
%Z052228,,,,,,
%Z052229,,,,,,
%Z052230,,,,,,
%Z052231,,,,,,
%Z052232,,,,,,
