@PRODUCTS,YOKOGAWA,CENTUM
@ID,BKEEdtIOMDef
@DATE,2029/07/18,00:03
@SHEET,1,Analog Data
@Terminal,Signal,Conversion,Service Comment,Low Limit,High Limit,Unit,Set Details,P&ID Tag Name,Label
%Z047101,2,1,#2炉上二次风电动调节门A,4,20,mA,1,6200-HVC-12209A,%%OHVC12209A,FBEN=CONT
%Z047102,2,1,#2炉上二次风电动调节门B,4,20,mA,1,6200-HVC-12209B,%%OHVC12209B,FBEN=CONT
%Z047103,2,1,#2炉下二次风电动调节门A,4,20,mA,1,6200-HVC-12210A,%%OHVC12210A,FBEN=CONT
%Z047104,2,1,#2炉床上点火风调节门A,4,20,mA,1,6200-HVC-12211A,%%OHVC12211A,FBEN=CONT
%Z047105,2,1,#2炉热一次风电动调节门A,4,20,mA,1,6200-HVC-12207A,%%OHVC12207A,FBEN=CONT
%Z047106,2,1,#2炉一次风机液力耦合器A,4,20,mA,1,6200-SVC-12207A,%%OSVC12207A,FBEN=CONT
%Z047107,2,1,#2炉二次风机液力耦合器A,4,20,mA,1,6200-SVC-12208A,%%OSVC12208A,FBEN=CONT
%Z047108,2,1,#2炉引风机液力耦合器A,4,20,mA,1,6200-SVC-12209A,%%OSVC12209A,FBEN=CONT
%Z047109,2,1,#2炉给煤机C给煤率指令,4,20,mA,1,6200-YF-F-1201C,%%OYFF1201C,FBEN=CONT
%Z047110,2,1,#2炉冷渣器C远程频率控制,4,20,mA,1,6200-YF-E-1201C,%%OYFE1201C,FBEN=CONT
%Z047111,2,1,#2炉一级减温水调节阀A,4,20,mA,1,6200-TY1-12113A,%%OTY112113A,FBEN=CONT
%Z047112,2,1,#2炉二级减温水调节阀A,4,20,mA,1,6200-TY1-12116A,%%OTY112116A,FBEN=CONT
%Z047113,2,1,AO spare,4,20,mA,1,F0104N4S7C13,,FBEN=CONT
%Z047114,2,1,AO spare,4,20,mA,1,F0104N4S7C14,,FBEN=CONT
%Z047115,2,1,AO spare,4,20,mA,1,F0104N4S7C15,,FBEN=CONT
%Z047116,2,1,AO spare,4,20,mA,1,F0104N4S7C16,,FBEN=CONT
@SHEET,2,HART Variable
@Terminal,Channel,Data,Polling Address,Service Comment,P&ID Tag Name,Label
%Z047201,,,,,,
%Z047202,,,,,,
%Z047203,,,,,,
%Z047204,,,,,,
%Z047205,,,,,,
%Z047206,,,,,,
%Z047207,,,,,,
%Z047208,,,,,,
%Z047209,,,,,,
%Z047210,,,,,,
%Z047211,,,,,,
%Z047212,,,,,,
%Z047213,,,,,,
%Z047214,,,,,,
%Z047215,,,,,,
%Z047216,,,,,,
%Z047217,,,,,,
%Z047218,,,,,,
%Z047229,,,,,,
%Z047220,,,,,,
%Z047221,,,,,,
%Z047222,,,,,,
%Z047223,,,,,,
%Z047224,,,,,,
%Z047225,,,,,,
%Z047226,,,,,,
%Z047227,,,,,,
%Z047228,,,,,,
%Z047229,,,,,,
%Z047230,,,,,,
%Z047231,,,,,,
%Z047232,,,,,,
