@PRODUCTS,YOKOGAWA,CENTUM
@ID,BKEEdtIOMDef
@DATE,2029/07/18,00:00
@SHEET,1,Analog Data
@Terminal,Signal,Conversion,Service Comment,Low Limit,High Limit,Unit,Set Details,P&ID Tag Name,Label
%Z023101,1,1,#1塔低过进口烟道温度A,4,20,mA,1,6201-TI-12281A,%%ITI12281A,IOPE=Yes,SIOP=-6.3 106.3
%Z023102,1,1,#1塔低过出口烟道温度A,4,20,mA,1,6201-TI-12282A,%%ITI12282A,IOPE=Yes,SIOP=-6.3 106.3
%Z023103,1,1,#1塔二省出口烟道温度A,4,20,mA,1,6201-TI-12283A,%%ITI12283A,IOPE=Yes,SIOP=-6.3 106.3
%Z023104,1,1,#1塔低过进口烟道压力A,4,20,mA,1,6201-PI-12281A,%%IPI12281A,IOPE=Yes,SIOP=-6.3 106.3
%Z023105,1,1,#1塔低过出口烟道压力A,4,20,mA,1,6201-PI-12282A,%%IPI12282A,IOPE=Yes,SIOP=-6.3 106.3
%Z023106,1,1,#1塔二省出口烟道压力A,4,20,mA,1,6201-PI-12283A,%%IPI12283A,IOPE=Yes,SIOP=-6.3 106.3
%Z023107,1,1,#1塔吹灰蒸汽调压阀,4,20,mA,1,6201-PZI-12501,%%IPZI12501,IOPE=Yes,SIOP=-6.3 106.3
%Z023108,1,1,#1塔冷渣器回水压力A,4,20,mA,1,6201-PI-12701A,%%IPI12701A,IOPE=Yes,SIOP=-6.3 106.3
%Z023109,1,1,#1塔锅塔给水主调节阀,4,20,mA,1,6201-LZI-12101A,%%ILZI12101A,IOPE=Yes,SIOP=-6.3 106.3
%Z023110,1,1,#1塔回料器立管压力A指示,4,20,mA,1,6201-PI-12273A,%%IPI12273A,IOPE=Yes,SIOP=-6.3 106.3
%Z023111,1,1,#1塔回料器流化风流量A,4,20,mA,1,6200FIC12212A,%%IFIC12212A,IOPE=Yes,SIOP=-6.3 106.3
%Z023112,1,1,#1塔流化风电动调节门A,4,20,mA,1,6201-FZI-12212A,%%IFZI12212A,IOPE=Yes,SIOP=-6.3 106.3
%Z023113,1,1,#1塔备用流化风调节阀,4,20,mA,1,6201-PZI-12210,%%IPZI12210,IOPE=Yes,SIOP=-6.3 106.3
%Z023114,1,1,#2机组氨水溶液调节阀开度,4,20,mA,1,6201-FSC-FV2941,%%IFSCFV2941,IOPE=Yes,SIOP=-6.3 106.3
%Z023115,1,1,AI spare,4,20,mA,1,F0104N2S3C15,,IOPE=Yes,SIOP=-6.3 106.3
%Z023116,1,1,AI spare,4,20,mA,1,F0104N2S3C16,,IOPE=Yes,SIOP=-6.3 106.3
@SHEET,2,HART Variable
@Terminal,Channel,Data,Polling Address,Service Comment,P&ID Tag Name,Label
%Z023201,,,,,,
%Z023202,,,,,,
%Z023203,,,,,,
%Z023204,,,,,,
%Z023205,,,,,,
%Z023206,,,,,,
%Z023207,,,,,,
%Z023208,,,,,,
%Z023209,,,,,,
%Z023210,,,,,,
%Z023211,,,,,,
%Z023212,,,,,,
%Z023213,,,,,,
%Z023214,,,,,,
%Z023215,,,,,,
%Z023216,,,,,,
%Z023217,,,,,,
%Z023218,,,,,,
%Z023229,,,,,,
%Z023220,,,,,,
%Z023221,,,,,,
%Z023222,,,,,,
%Z023223,,,,,,
%Z023224,,,,,,
%Z023225,,,,,,
%Z023226,,,,,,
%Z023227,,,,,,
%Z023228,,,,,,
%Z023229,,,,,,
%Z023230,,,,,,
%Z023231,,,,,,
%Z023232,,,,,,
