@PRODUCTS,YOKOGAWA,CENTUM
@ID,BKEEdtIOMDef
@DATE,2020/04/21,09:14
@SHEET,1,Analog Data
@Terminal,Signal,Conversion,Service Comment,Low Limit,High Limit,Unit,Set Details,P&ID Tag Name,Label
%Z031101,1,1,1#炉省煤器输灰输送压力,4,20,mA,1,6200-PI-11701,%%IPI11701,IOPE=Yes,SIOP=-6.3 106.3
%Z031102,1,1,1#炉电除尘输灰输送压力,4,20,mA,1,6200-PI-11702,%%IPI11702,IOPE=Yes,SIOP=-6.3 106.3
%Z031103,1,1,1#炉布袋一区输灰输送压力,4,20,mA,1,6200-PI-11703,%%IPI11703,IOPE=Yes,SIOP=-6.3 106.3
%Z031104,1,1,1#炉布袋二区输灰输送压力,4,20,mA,1,6200-PI-11704,%%IPI11704,IOPE=Yes,SIOP=-6.3 106.3
%Z031105,1,1,1#炉输送气源压力,4,20,mA,1,6200-PIA-11705,%%IPIA11705,IOPE=Yes,SIOP=-6.3 106.3
%Z031106,1,1,#1炉MCC主电源AC电压,4,20,mA,1,6200-YSV1-DC-1101,%%IYSV1DC1101,IOPE=Yes,SIOP=-6.3 106.3
%Z031107,1,1,#1炉MCC备电源AC相电压,4,20,mA,1,6200-YSV2-DC-1101,%%IYSV2DC1101,IOPE=Yes,SIOP=-6.3 106.3
%Z031108,1,1,#1炉MCC主电源A相电流,4,20,mA,1,6200-YSIA-DC-1101,%%IYSIADC1101,IOPE=Yes,SIOP=-6.3 106.3
%Z031109,1,1,#1炉MCC主电源B相电流,4,20,mA,1,6200-YSIB-DC-1101,%%IYSIBDC1101,IOPE=Yes,SIOP=-6.3 106.3
%Z031110,1,1,#1炉MCC主电源C相电流,4,20,mA,1,6200-YSIC-DC-1101,%%IYSICDC1101,IOPE=Yes,SIOP=-6.3 106.3
%Z031111,1,1,AI spare,4,20,mA,1,F0112N3S1C11,,IOPE=Yes,SIOP=-6.3 106.3
%Z031112,1,1,AI spare,4,20,mA,1,F0112N3S1C12,,IOPE=Yes,SIOP=-6.3 106.3
%Z031113,1,1,AI spare,4,20,mA,1,F0112N3S1C13,,IOPE=Yes,SIOP=-6.3 106.3
%Z031114,1,1,AI spare,4,20,mA,1,F0112N3S1C14,,IOPE=Yes,SIOP=-6.3 106.3
%Z031115,1,1,AI spare,4,20,mA,1,F0112N3S1C15,,IOPE=Yes,SIOP=-6.3 106.3
%Z031116,1,1,AI spare,4,20,mA,1,F0112N3S1C16,,IOPE=Yes,SIOP=-6.3 106.3
@SHEET,2,HART Variable
@Terminal,Channel,Data,Polling Address,Service Comment,P&ID Tag Name,Label
%Z031201,,,,,,
%Z031202,,,,,,
%Z031203,,,,,,
%Z031204,,,,,,
%Z031205,,,,,,
%Z031206,,,,,,
%Z031207,,,,,,
%Z031208,,,,,,
%Z031209,,,,,,
%Z031210,,,,,,
%Z031211,,,,,,
%Z031212,,,,,,
%Z031213,,,,,,
%Z031214,,,,,,
%Z031215,,,,,,
%Z031216,,,,,,
%Z031217,,,,,,
%Z031218,,,,,,
%Z031219,,,,,,
%Z031220,,,,,,
%Z031221,,,,,,
%Z031222,,,,,,
%Z031223,,,,,,
%Z031224,,,,,,
%Z031225,,,,,,
%Z031226,,,,,,
%Z031227,,,,,,
%Z031228,,,,,,
%Z031229,,,,,,
%Z031230,,,,,,
%Z031231,,,,,,
%Z031232,,,,,,
