@PRODUCTS,YOKOGAWA,CENTUM
@ID,BKEEdtIOMDef
@DATE,2029/07/18,00:01
@SHEET,1,Analog Data
@Terminal,Signal,Conversion,Service Comment,Low Limit,High Limit,Unit,Set Details,P&ID Tag Name,Label
%Z027101,2,1,#1塔吹灰蒸汽调压阀,4,20,mA,1,6201-PY1-12501,%%OPY112501,FBEN=CONT
%Z027102,2,1,#1塔锅塔给水主调节阀,4,20,mA,1,6201-LVC-12101A,%%OLVC12101A,FBEN=CONT
%Z027103,2,1,#1塔流化风电动调节门A,4,20,mA,1,6201-FVC-12212A,%%OFVC12212A,FBEN=CONT
%Z027104,2,1,#1塔一次风机A入口调节门,4,20,mA,1,6201-HVC-12201A,%%OHVC12201A,FBEN=CONT
%Z027105,2,1,#1塔二次风机A入口调节门,4,20,mA,1,6201-HVC-12203A,%%OHVC12203A,FBEN=CONT
%Z027106,2,1,#1塔引风机A入口调节门,4,20,mA,1,6201-HVC-12205A,%%OHVC12205A,FBEN=CONT
%Z027107,2,1,#1塔给煤机A给煤率指令,4,20,mA,1,6201-YF-F-1201A,%%OYFF1201A,FBEN=CONT
%Z027108,2,1,#1塔冷渣器A远程频率控制,4,20,mA,1,6201-YF-E-1201A,%%OYFE1201A,FBEN=CONT
%Z027109,2,1,#1塔备用流化风调节阀,4,20,mA,1,6201-PY1-12210,%%OPY112210,FBEN=CONT
%Z027110,2,1,#1塔播煤风电动调节门A,4,20,mA,1,6201-HVC-12208A,%%OHVC12208A,FBEN=CONT
%Z027111,2,1,#2机组氨水溶液调节阀,4,20,mA,1,6201-FSO-FV2941,%%OFSOFV2941,FBEN=CONT
%Z027112,2,1,AO spare,4,20,mA,1,F0104N2S7C12,,FBEN=CONT
%Z027113,2,1,AO spare,4,20,mA,1,F0104N2S7C13,,FBEN=CONT
%Z027114,2,1,AO spare,4,20,mA,1,F0104N2S7C14,,FBEN=CONT
%Z027115,2,1,AO spare,4,20,mA,1,F0104N2S7C15,,FBEN=CONT
%Z027116,2,1,AO spare,4,20,mA,1,F0104N2S7C16,,FBEN=CONT
@SHEET,2,HART Variable
@Terminal,Channel,Data,Polling Address,Service Comment,P&ID Tag Name,Label
%Z027201,,,,,,
%Z027202,,,,,,
%Z027203,,,,,,
%Z027204,,,,,,
%Z027205,,,,,,
%Z027206,,,,,,
%Z027207,,,,,,
%Z027208,,,,,,
%Z027209,,,,,,
%Z027210,,,,,,
%Z027211,,,,,,
%Z027212,,,,,,
%Z027213,,,,,,
%Z027214,,,,,,
%Z027215,,,,,,
%Z027216,,,,,,
%Z027217,,,,,,
%Z027218,,,,,,
%Z027229,,,,,,
%Z027220,,,,,,
%Z027221,,,,,,
%Z027222,,,,,,
%Z027223,,,,,,
%Z027224,,,,,,
%Z027225,,,,,,
%Z027226,,,,,,
%Z027227,,,,,,
%Z027228,,,,,,
%Z027229,,,,,,
%Z027230,,,,,,
%Z027231,,,,,,
%Z027232,,,,,,
