@PRODUCTS,YOKOGAWA,CENTUM
@ID,BKEEdtIOMDef
@DATE,2029/07/18,00:02
@SHEET,1,Analog Data
@Terminal,Signal,Conversion,Service Comment,Low Limit,High Limit,Unit,Set Details,P&ID Tag Name,Label
%Z037101,2,1,#1塔锅塔给水副调节阀,4,20,mA,1,6201-LVC-12101B,%%OLVC12101B,FBEN=CONT
%Z037102,2,1,#1塔流化风电动调节门B,4,20,mA,1,6201-FVC-12212B,%%OFVC12212B,FBEN=CONT
%Z037103,2,1,#1塔一次风机B入口调节门,4,20,mA,1,6201-HVC-12201B,%%OHVC12201B,FBEN=CONT
%Z037104,2,1,#1塔二次风机B入口调节门,4,20,mA,1,6201-HVC-12203B,%%OHVC12203B,FBEN=CONT
%Z037105,2,1,#1塔引风机B入口调节门,4,20,mA,1,6201-HVC-12205B,%%OHVC12205B,FBEN=CONT
%Z037106,2,1,#1塔给煤机B给煤率指令,4,20,mA,1,6201-YF-F-1201B,%%OYFF1201B,FBEN=CONT
%Z037107,2,1,#1塔冷渣器B远程频率控制,4,20,mA,1,6201-YF-E-1201B,%%OYFE1201B,FBEN=CONT
%Z037108,2,1,#1塔连续排污电动调节阀,4,20,mA,1,6201-HVC-12108,%%OHVC12108,FBEN=CONT
%Z037109,2,1,#1塔升火排汽电动调节阀,4,20,mA,1,6201-HVC-12115,%%OHVC12115,FBEN=CONT
%Z037110,2,1,#1塔播煤风电动调节门B,4,20,mA,1,6201-HVC-12208B,%%OHVC12208B,FBEN=CONT
%Z037111,2,1,#2机组冲洗水溶液调节阀,4,20,mA,1,6201-FSO-FV2942,%%OFSOFV2942,FBEN=CONT
%Z037112,2,1,AO spare,4,20,mA,1,F0104N3S7C12,,FBEN=CONT
%Z037113,2,1,AO spare,4,20,mA,1,F0104N3S7C13,,FBEN=CONT
%Z037114,2,1,AO spare,4,20,mA,1,F0104N3S7C14,,FBEN=CONT
%Z037115,2,1,AO spare,4,20,mA,1,F0104N3S7C15,,FBEN=CONT
%Z037116,2,1,AO spare,4,20,mA,1,F0104N3S7C16,,FBEN=CONT
@SHEET,2,HART Variable
@Terminal,Channel,Data,Polling Address,Service Comment,P&ID Tag Name,Label
%Z037201,,,,,,
%Z037202,,,,,,
%Z037203,,,,,,
%Z037204,,,,,,
%Z037205,,,,,,
%Z037206,,,,,,
%Z037207,,,,,,
%Z037208,,,,,,
%Z037209,,,,,,
%Z037210,,,,,,
%Z037211,,,,,,
%Z037212,,,,,,
%Z037213,,,,,,
%Z037214,,,,,,
%Z037215,,,,,,
%Z037216,,,,,,
%Z037217,,,,,,
%Z037218,,,,,,
%Z037229,,,,,,
%Z037220,,,,,,
%Z037221,,,,,,
%Z037222,,,,,,
%Z037223,,,,,,
%Z037224,,,,,,
%Z037225,,,,,,
%Z037226,,,,,,
%Z037227,,,,,,
%Z037228,,,,,,
%Z037229,,,,,,
%Z037230,,,,,,
%Z037231,,,,,,
%Z037232,,,,,,
